episode,reward,loss
0,1472.4164884162699,1.0711340237524092
1,1494.9827438708924,0.8149875366687774
2,1530.0956693821133,0.5639382793307305
3,1560.6852481548083,0.6174571543931962
4,1574.1239948534296,0.6445535073876381
5,1641.575220623277,0.6758607131540775
6,1660.0131119400164,1.0823164621293544
7,1663.9831204396155,0.6865391901731491
8,1638.311209218394,0.6882756131887436
9,1723.3375327700835,0.7220266956090927
10,1692.9886223948045,0.7084495187401771
11,1742.5529691305508,1.1223218619823456
12,1828.2841381342507,0.737288001358509
13,1836.8957009249816,0.7429082856178284
14,1841.364495703905,0.7518258007764816
15,1818.193732274839,0.7600552013516426
16,1857.314652985749,1.195648749768734
17,1864.8378486842957,0.8072869822382926
18,1929.0567792692107,0.7930788756012916
19,1930.5937452775709,0.7932397241592407
20,1940.8696857233865,0.8009521643519402
21,1963.594608798014,1.2218108817338944
22,1948.4850485560983,0.7649998865127563
23,2023.3906154502658,0.7849187064170837
24,2021.641445310939,0.7628119006752968
25,2021.6345817581598,0.7565587105154992
26,2031.4367466410333,1.2641925222277641
27,2068.0773155309726,0.7733883866071701
28,2114.5457527265285,0.7543413641154766
29,2125.224184739286,0.7550051753520965
30,2112.9594905671233,0.7402802248597145
31,2085.1865257081845,1.1933265171647072
32,2086.391788617925,0.7136176626682281
33,2184.522930903953,0.7166152991056443
34,2104.8279370301248,0.7122487042844295
35,2106.843143194494,0.6994505444467067
36,2158.1211783111357,1.081510253995657
37,2182.0061457356396,0.697466862976551
38,2173.1554200937935,0.6672789716422558
39,2225.0335787608424,0.6513246587812901
40,2234.4309000686058,0.6521496645510196
41,2185.5700881995476,1.0892129940092563
42,2226.260414766605,0.6532078377306462
43,2262.4475756291354,0.6648971691131592
44,2237.1705835780126,0.6465264056622982
45,2295.202839974916,0.6275151048004627
46,2230.0884205275565,1.0991394404172898
47,2286.398200629227,0.6114897526204586
48,2267.1311043333453,0.5766290515512228
49,2296.6187621420413,0.6007966947555542
