est_rssi,est_num_bs,obs_rssi,obs_num_bs,innov_rssi,innov_num_bs,nis,is_anomaly,quality_label
-122.75897503155367,25.0,-122.76,25.0,-0.02100790361099314,0.0,4.3154632096710796e-05,0,1
-122.4391642796723,25.0,-122.28,25.0,0.45800885784233003,0.0,0.14579841806970287,0,1
-124.59817642637569,34.98843930635838,-125.95122,41.0,-3.52037743859826,16.0,201.8963738004387,1,0
-121.57769719344488,17.665198237885463,-119.71429,7.0,4.792943337023246,-27.98843930635838,614.8669479612249,1,1
-122.4553391341445,20.344827586206897,-123.0,22.0,-1.3965490299920162,4.334801762114537,15.870979799597672,1,1
-122.25040751996252,22.603919049148733,-122.125,24.0,0.3213745229488296,3.655172413793103,10.286438721751503,1,1
-125.01271747912395,28.41104294478528,-126.78125,32.0,-4.531687465869098,9.396080950851267,83.47313535552446,1,0
-122.26233542237934,31.24717626657918,-120.57576,33.0,4.331349360615391,4.5889570552147205,30.697561403625002,1,1
-121.95546930274843,27.38620862497986,-121.76,25.0,0.5010155541383625,-6.2471762665791815,30.009995959659157,1,1
-122.34819121736747,27.147518564610316,-122.59259,27.0,-0.6262811094373149,-0.3862086249798615,0.4200709813485659,0,1
-124.80903448545723,29.528483037633496,-126.3871,31.0,-4.043629175787871,3.8524814353896843,24.100208847561134,1,0
-127.8009975059321,24.87562463524494,-129.77272,22.0,-5.062155789265006,-7.528483037633496,63.26051886544772,1,0
-121.7238304091275,10.11967710737963,-118.0,1.0,9.612957739017006,-23.87562463524494,507.070023521283,1,1
-125.65503450074098,19.93425640740511,-128.15384,26.0,-6.410012937637887,15.88032289262037,224.6866734334857,1,0
-117.04636738093578,7.614208407161835,-111.64811,0.0,13.879711193950158,-19.93425640740511,453.4196879069023,1,1
-118.31195571351347,5.998538757859876,-119.0,5.0,-1.7752609016288545,-2.6142084071618346,7.6636930721257785,1,1
-122.45857051460224,2.9092719114187306,-125.0,1.0,-6.54531208536892,-4.998538757859876,52.356037546813255,1,1
-125.00064008385615,12.853888773894614,-126.63158,19.0,-4.182098591735354,16.09072808858127,211.43228317976568,1,0
-122.90238448365596,16.652394410265035,-121.63158,19.0,3.2638749084301963,6.146111226105386,37.15280647303518,1,1
