episode,reward,loss
0,2222.0897566384087,1.7837221311155669
1,2259.630341245068,1.0400606539547443
2,2281.097262720356,0.20355044792592525
3,2290.169904531718,0.21880643329024316
4,2328.730334237396,0.24867241466045378
5,2330.344389229448,0.2584512126147747
6,2343.229542854783,0.2619773529469967
7,2369.4264475609143,0.27726256822049616
8,2373.225453799693,0.2740013402700424
9,2377.975172206304,0.27999537478387354
10,2398.566246305246,0.28156506291031835
11,2413.6967157562685,1.0242506190389395
12,2444.282178372068,0.31309341499209403
13,2448.970586295269,0.32072623670101164
14,2469.8613628996627,0.3232319085299969
15,2462.7501447463605,0.3229460102021694
16,2511.001438200473,0.3199301700890064
17,2527.0623099387108,0.3175743103325367
18,2516.7143612302584,0.3234887375235558
19,2513.6466278540966,0.32487779250741006
20,2527.480078582269,0.33009696429967883
21,2579.3356370349607,1.178419689387083
22,2602.59358672362,0.3566465340256691
23,2577.869698777159,0.34190848129987716
24,2592.166104199195,0.34099037367105484
25,2593.911975946172,0.34302656874060633
26,2610.701081180809,0.337596254080534
27,2624.994350302602,0.34088193574547765
28,2655.710719141875,0.3273353645205498
29,2650.2215364817257,0.33186491522192957
30,2661.023214231813,0.3235764281749725
31,2663.1086704962718,1.152991359502077
32,2647.960660342283,0.33318213503062727
33,2693.2717069061796,0.31924845126271245
34,2675.7499885138036,0.32097945752739904
35,2714.6964318456694,0.30851292157173155
36,2687.4535414050365,0.30898531918227673
37,2711.274368153748,0.304853567764163
38,2733.4694440280728,0.2987051097154617
39,2741.090048730564,0.2800143280774355
40,2737.302728381025,0.27634252078831195
41,2740.4538921880194,1.039780277058482
42,2729.234693037335,0.3231665853112936
43,2723.143448286533,0.30572782661020753
44,2769.939497276679,0.3017886181473732
45,2775.7336409171207,0.2907397488951683
46,2775.895991125598,0.2856850129663944
47,2790.641220022883,0.26584139448404315
48,2780.701209378464,0.25511977130174635
49,2792.454581056899,0.24176596093177796
50,2795.7066417176834,0.24235444313287735
51,2772.2310474095257,0.981493396230042
52,2785.283844210846,0.3213875040113926
53,2806.578166692875,0.29084869773685934
54,2788.602106535956,0.2876727931201458
55,2811.679552243421,0.2719342896938324
56,2839.3679223332956,0.2733373488485813
57,2789.721455313327,0.28236991961300373
58,2828.0527303912513,0.252911974132061
59,2814.3186804624156,0.26542090195417406
60,2816.33487633869,0.2660683574527502
61,2827.109142910781,0.8747501427531242
62,2803.7801636962395,0.34669424141943456
63,2849.931768262645,0.3321323548704386
64,2848.645446771515,0.3327491277307272
65,2857.4363794024976,0.32444041861593725
66,2832.846385945491,0.31479203297197816
67,2845.9977688567783,0.30067260428518056
68,2830.943882064224,0.3190790474116802
69,2862.808785403569,0.3123162340670824
70,2850.1441390090313,0.3028523788452148
71,2861.892298017268,0.9621012320071459
72,2876.3198950103356,0.4791333434283733
73,2871.7658626647813,0.46662215270102025
74,2854.1426436360834,0.4568152213990688
75,2841.278057919166,0.43074000234901905
76,2853.0013252374956,0.4592968701571226
77,2860.442759274676,0.4782193005979061
78,2870.220254596424,0.4486975765675306
79,2882.7534684753364,0.43359656949341296
80,2863.6680324842373,0.4423059012889862
81,2867.3731466174863,1.1801889041215181
82,2847.2467360032406,0.5860737846642733
83,2864.924094699011,0.6006003033667803
84,2845.7659256908073,0.5592452437430621
85,2870.9386646385433,0.6144210128933192
86,2866.789382287034,0.6405293193161488
87,2847.532049406649,0.6132855423241854
88,2869.133537703002,0.6064516260623932
89,2863.32504640899,0.6000622198283673
90,2860.537724282077,0.5980417457520961
91,2848.5518743114626,1.304249930307269
92,2867.9768122055775,0.8743110166937113
93,2864.1460502715736,0.8302258695960045
94,2872.0213093956363,0.8506112480908632
95,2851.7517369208254,0.9315199671387673
96,2882.373033179731,0.8148916061520577
97,2859.389348632878,0.8385096396356821
98,2875.6506353666573,0.78233512493968
99,2847.674485163361,0.8216354021430016
