total,recon,kl
31.633057355880737,16.416443188985188,15.216613948345184
19.845644765430027,16.539538436465794,3.3061062577697964
16.957045475641888,16.420209222369724,0.5368362416823705
16.6151006354226,16.427607734998066,0.18749293519390953
16.500506308343674,16.405856953726875,0.09464935958385468
16.518665777312386,16.444162435001797,0.07450351119041443
16.50591752264235,16.451521741019356,0.05439560612042745
16.46608971224891,16.414610147476196,0.05147962272167206
16.459028429455227,16.41445579793718,0.04457257688045502
16.496450192398495,16.457043018605972,0.03940727313359579
16.41200105349223,16.380255142847698,0.031745973560545176
16.502991570366753,16.469108952416313,0.033882704046037465
16.47711690266927,16.45415927304162,0.02295755512184567
16.486346390512253,16.461789031823475,0.024557125237252977
16.47011070781284,16.452142609490288,0.017968002292844985
16.46745989057753,16.449866705470615,0.017593214909235638
16.431973536809284,16.41285264492035,0.019120968050426908
16.453696648279827,16.436335060331558,0.017361569735738967
16.39647693104214,16.381799274020725,0.014677552713288201
16.48068208164639,16.465271062321133,0.015410996145672269
16.468560152583652,16.453527728716534,0.015032471881972419
16.4505508740743,16.434479965103996,0.016070976853370667
16.46760372320811,16.452551126480103,0.015052565270000033
16.403442594740127,16.388568030463325,0.014874832497702705
16.447914150026108,16.43656677669949,0.011347555451922946
16.452436645825703,16.441998018158806,0.010438627666897245
16.395478036668564,16.38595916165246,0.009518884950213961
16.485988828870987,16.473644852638245,0.012343941463364495
16.41295623779297,16.40119285053677,0.01176359256108602
16.410151296191746,16.395859877268474,0.014291312959459092
